Numero Riga,Data di Riferimento,Quotazione,Convenzione di Cambio
2312,1989-02-07,1365.880,Quantita' di Lire per 1 unita' di valuta estera
2313,1989-02-08,1365.450,Quantita' di Lire per 1 unita' di valuta estera
2314,1989-02-09,1356.405,Quantita' di Lire per 1 unita' di valuta estera
2315,1989-02-10,1343.250,Quantita' di Lire per 1 unita' di valuta estera
2316,1989-02-13,1363.025,Quantita' di Lire per 1 unita' di valuta estera
2317,1989-02-14,1356.625,Quantita' di Lire per 1 unita' di valuta estera
2318,1989-02-15,1354.200,Quantita' di Lire per 1 unita' di valuta estera
2319,1989-02-16,1352.850,Quantita' di Lire per 1 unita' di valuta estera
2320,1989-02-17,1343.895,Quantita' di Lire per 1 unita' di valuta estera
2321,1989-02-20,1351.875,Quantita' di Lire per 1 unita' di valuta estera
2322,1989-02-21,1359.005,Quantita' di Lire per 1 unita' di valuta estera
2323,1989-02-22,1351.690,Quantita' di Lire per 1 unita' di valuta estera
2324,1989-02-23,1346.000,Quantita' di Lire per 1 unita' di valuta estera
2325,1989-02-24,1347.250,Quantita' di Lire per 1 unita' di valuta estera
2326,1989-02-27,1339.500,Quantita' di Lire per 1 unita' di valuta estera
2327,1989-02-28,1349.480,Quantita' di Lire per 1 unita' di valuta estera
2328,1989-03-01,1355.830,Quantita' di Lire per 1 unita' di valuta estera
2329,1989-03-02,1357.850,Quantita' di Lire per 1 unita' di valuta estera
2330,1989-03-03,1358.880,Quantita' di Lire per 1 unita' di valuta estera
2331,1989-03-06,1358.220,Quantita' di Lire per 1 unita' di valuta estera
2332,1989-03-07,1364.000,Quantita' di Lire per 1 unita' di valuta estera
2333,1989-03-08,1362.245,Quantita' di Lire per 1 unita' di valuta estera
2334,1989-03-09,1368.525,Quantita' di Lire per 1 unita' di valuta estera
2335,1989-03-10,1363.725,Quantita' di Lire per 1 unita' di valuta estera
2336,1989-03-13,1367.125,Quantita' di Lire per 1 unita' di valuta estera
2337,1989-03-14,1369.305,Quantita' di Lire per 1 unita' di valuta estera
2338,1989-03-15,1369.220,Quantita' di Lire per 1 unita' di valuta estera
2339,1989-03-16,1371.495,Quantita' di Lire per 1 unita' di valuta estera
2340,1989-03-17,1371.995,Quantita' di Lire per 1 unita' di valuta estera
2341,1989-03-20,1376.075,Quantita' di Lire per 1 unita' di valuta estera
2342,1989-03-21,1374.595,Quantita' di Lire per 1 unita' di valuta estera
2343,1989-03-22,1374.995,Quantita' di Lire per 1 unita' di valuta estera
2344,1989-03-23,1372.570,Quantita' di Lire per 1 unita' di valuta estera
2345,1989-03-24,1377.300,Quantita' di Lire per 1 unita' di valuta estera
2346,1989-03-28,1382.225,Quantita' di Lire per 1 unita' di valuta estera
2347,1989-03-29,1389.555,Quantita' di Lire per 1 unita' di valuta estera
2348,1989-03-30,1387.220,Quantita' di Lire per 1 unita' di valuta estera
2349,1989-03-31,1388.130,Quantita' di Lire per 1 unita' di valuta estera
2350,1989-04-03,1386.975,Quantita' di Lire per 1 unita' di valuta estera
2351,1989-04-04,1372.500,Quantita' di Lire per 1 unita' di valuta estera
2352,1989-04-05,1375.100,Quantita' di Lire per 1 unita' di valuta estera
2353,1989-04-06,1372.550,Quantita' di Lire per 1 unita' di valuta estera
2354,1989-04-07,1372.595,Quantita' di Lire per 1 unita' di valuta estera
2355,1989-04-10,1377.725,Quantita' di Lire per 1 unita' di valuta estera
2356,1989-04-11,1379.925,Quantita' di Lire per 1 unita' di valuta estera
2357,1989-04-12,1381.450,Quantita' di Lire per 1 unita' di valuta estera
2358,1989-04-13,1375.485,Quantita' di Lire per 1 unita' di valuta estera
2359,1989-04-14,1377.525,Quantita' di Lire per 1 unita' di valuta estera
2360,1989-04-17,1365.150,Quantita' di Lire per 1 unita' di valuta estera
2361,1989-04-18,1368.230,Quantita' di Lire per 1 unita' di valuta estera
2362,1989-04-19,1364.960,Quantita' di Lire per 1 unita' di valuta estera
2363,1989-04-20,1365.025,Quantita' di Lire per 1 unita' di valuta estera
2364,1989-04-21,1358.600,Quantita' di Lire per 1 unita' di valuta estera
2365,1989-04-24,1360.940,Quantita' di Lire per 1 unita' di valuta estera
2366,1989-04-26,1371.020,Quantita' di Lire per 1 unita' di valuta estera
2367,1989-04-27,1375.300,Quantita' di Lire per 1 unita' di valuta estera
2368,1989-04-28,1375.300,Quantita' di Lire per 1 unita' di valuta estera
2369,1989-05-02,1381.160,Quantita' di Lire per 1 unita' di valuta estera
2370,1989-05-03,1382.690,Quantita' di Lire per 1 unita' di valuta estera
2371,1989-05-04,1381.500,Quantita' di Lire per 1 unita' di valuta estera
2372,1989-05-05,1385.580,Quantita' di Lire per 1 unita' di valuta estera
2373,1989-05-08,1386.425,Quantita' di Lire per 1 unita' di valuta estera
2374,1989-05-09,1395.225,Quantita' di Lire per 1 unita' di valuta estera
2375,1989-05-10,1390.625,Quantita' di Lire per 1 unita' di valuta estera
2376,1989-05-11,1394.650,Quantita' di Lire per 1 unita' di valuta estera
2377,1989-05-12,1397.630,Quantita' di Lire per 1 unita' di valuta estera
2378,1989-05-15,1416.150,Quantita' di Lire per 1 unita' di valuta estera
2379,1989-05-16,1407.600,Quantita' di Lire per 1 unita' di valuta estera
2380,1989-05-17,1415.100,Quantita' di Lire per 1 unita' di valuta estera
2381,1989-05-18,1442.900,Quantita' di Lire per 1 unita' di valuta estera
2382,1989-05-19,1434.575,Quantita' di Lire per 1 unita' di valuta estera
2383,1989-05-22,1460.395,Quantita' di Lire per 1 unita' di valuta estera
2384,1989-05-23,1455.115,Quantita' di Lire per 1 unita' di valuta estera
2385,1989-05-24,1456.005,Quantita' di Lire per 1 unita' di valuta estera
2386,1989-05-25,1450.305,Quantita' di Lire per 1 unita' di valuta estera
2387,1989-05-26,1423.100,Quantita' di Lire per 1 unita' di valuta estera
2388,1989-05-29,1453.705,Quantita' di Lire per 1 unita' di valuta estera
2389,1989-05-30,1452.210,Quantita' di Lire per 1 unita' di valuta estera
2390,1989-05-31,1438.925,Quantita' di Lire per 1 unita' di valuta estera
2391,1989-06-01,1445.185,Quantita' di Lire per 1 unita' di valuta estera
2392,1989-06-02,1430.280,Quantita' di Lire per 1 unita' di valuta estera
2393,1989-06-05,1419.230,Quantita' di Lire per 1 unita' di valuta estera
2394,1989-06-06,1444.500,Quantita' di Lire per 1 unita' di valuta estera
2395,1989-06-07,1430.950,Quantita' di Lire per 1 unita' di valuta estera
2396,1989-06-08,1437.800,Quantita' di Lire per 1 unita' di valuta estera
2397,1989-06-09,1448.600,Quantita' di Lire per 1 unita' di valuta estera
2398,1989-06-12,1463.350,Quantita' di Lire per 1 unita' di valuta estera
2399,1989-06-13,1457.920,Quantita' di Lire per 1 unita' di valuta estera
2400,1989-06-14,1462.625,Quantita' di Lire per 1 unita' di valuta estera
2401,1989-06-15,1475.825,Quantita' di Lire per 1 unita' di valuta estera
2402,1989-06-16,1459.000,Quantita' di Lire per 1 unita' di valuta estera
2403,1989-06-19,1439.755,Quantita' di Lire per 1 unita' di valuta estera
2404,1989-06-20,1429.955,Quantita' di Lire per 1 unita' di valuta estera
2405,1989-06-21,1441.950,Quantita' di Lire per 1 unita' di valuta estera
2406,1989-06-22,1422.050,Quantita' di Lire per 1 unita' di valuta estera
2407,1989-06-23,1415.575,Quantita' di Lire per 1 unita' di valuta estera
2408,1989-06-26,1413.850,Quantita' di Lire per 1 unita' di valuta estera
2409,1989-06-27,1414.155,Quantita' di Lire per 1 unita' di valuta estera
2410,1989-06-28,1420.345,Quantita' di Lire per 1 unita' di valuta estera
2411,1989-06-29,1415.430,Quantita' di Lire per 1 unita' di valuta estera
2412,1989-06-30,1412.750,Quantita' di Lire per 1 unita' di valuta estera
2413,1989-07-03,1400.790,Quantita' di Lire per 1 unita' di valuta estera
2414,1989-07-04,1393.300,Quantita' di Lire per 1 unita' di valuta estera
2415,1989-07-05,1383.200,Quantita' di Lire per 1 unita' di valuta estera
2416,1989-07-06,1369.005,Quantita' di Lire per 1 unita' di valuta estera
2417,1989-07-07,1371.500,Quantita' di Lire per 1 unita' di valuta estera
2418,1989-07-10,1356.100,Quantita' di Lire per 1 unita' di valuta estera
2419,1989-07-11,1363.905,Quantita' di Lire per 1 unita' di valuta estera
2420,1989-07-12,1363.370,Quantita' di Lire per 1 unita' di valuta estera
2421,1989-07-13,1362.030,Quantita' di Lire per 1 unita' di valuta estera
2422,1989-07-14,1371.850,Quantita' di Lire per 1 unita' di valuta estera
2423,1989-07-17,1386.905,Quantita' di Lire per 1 unita' di valuta estera
2424,1989-07-18,1393.600,Quantita' di Lire per 1 unita' di valuta estera
2425,1989-07-19,1376.125,Quantita' di Lire per 1 unita' di valuta estera
2426,1989-07-20,1383.630,Quantita' di Lire per 1 unita' di valuta estera
2427,1989-07-21,1372.300,Quantita' di Lire per 1 unita' di valuta estera
2428,1989-07-24,1377.475,Quantita' di Lire per 1 unita' di valuta estera
2429,1989-07-25,1365.795,Quantita' di Lire per 1 unita' di valuta estera
2430,1989-07-26,1358.430,Quantita' di Lire per 1 unita' di valuta estera
2431,1989-07-27,1346.025,Quantita' di Lire per 1 unita' di valuta estera
2432,1989-07-28,1351.250,Quantita' di Lire per 1 unita' di valuta estera
2433,1989-07-31,1344.475,Quantita' di Lire per 1 unita' di valuta estera
2434,1989-08-01,1342.625,Quantita' di Lire per 1 unita' di valuta estera
2435,1989-08-02,1331.450,Quantita' di Lire per 1 unita' di valuta estera
2436,1989-08-03,1336.000,Quantita' di Lire per 1 unita' di valuta estera
2437,1989-08-04,1350.500,Quantita' di Lire per 1 unita' di valuta estera
2438,1989-08-07,1376.375,Quantita' di Lire per 1 unita' di valuta estera
2439,1989-08-08,1365.450,Quantita' di Lire per 1 unita' di valuta estera
2440,1989-08-09,1364.400,Quantita' di Lire per 1 unita' di valuta estera
2441,1989-08-10,1356.625,Quantita' di Lire per 1 unita' di valuta estera
2442,1989-08-11,1387.755,Quantita' di Lire per 1 unita' di valuta estera
2443,1989-08-14,1393.245,Quantita' di Lire per 1 unita' di valuta estera
2444,1989-08-16,1396.505,Quantita' di Lire per 1 unita' di valuta estera
2445,1989-08-17,1400.725,Quantita' di Lire per 1 unita' di valuta estera
2446,1989-08-18,1408.070,Quantita' di Lire per 1 unita' di valuta estera
2447,1989-08-21,1408.150,Quantita' di Lire per 1 unita' di valuta estera
2448,1989-08-22,1403.740,Quantita' di Lire per 1 unita' di valuta estera
2449,1989-08-23,1396.125,Quantita' di Lire per 1 unita' di valuta estera
2450,1989-08-24,1408.025,Quantita' di Lire per 1 unita' di valuta estera
2451,1989-08-25,1407.675,Quantita' di Lire per 1 unita' di valuta estera
2452,1989-08-28,1409.050,Quantita' di Lire per 1 unita' di valuta estera
2453,1989-08-29,1397.100,Quantita' di Lire per 1 unita' di valuta estera
2454,1989-08-30,1390.850,Quantita' di Lire per 1 unita' di valuta estera
2455,1989-08-31,1406.905,Quantita' di Lire per 1 unita' di valuta estera
2456,1989-09-01,1413.500,Quantita' di Lire per 1 unita' di valuta estera
2457,1989-09-04,1418.275,Quantita' di Lire per 1 unita' di valuta estera
2458,1989-09-05,1426.450,Quantita' di Lire per 1 unita' di valuta estera
2459,1989-09-06,1417.770,Quantita' di Lire per 1 unita' di valuta estera
2460,1989-09-07,1426.220,Quantita' di Lire per 1 unita' di valuta estera
2461,1989-09-08,1421.450,Quantita' di Lire per 1 unita' di valuta estera
2462,1989-09-11,1429.120,Quantita' di Lire per 1 unita' di valuta estera
2463,1989-09-12,1420.950,Quantita' di Lire per 1 unita' di valuta estera
2464,1989-09-13,1419.725,Quantita' di Lire per 1 unita' di valuta estera
2465,1989-09-14,1413.900,Quantita' di Lire per 1 unita' di valuta estera
2466,1989-09-15,1418.850,Quantita' di Lire per 1 unita' di valuta estera
2467,1989-09-18,1417.455,Quantita' di Lire per 1 unita' di valuta estera
2468,1989-09-19,1411.750,Quantita' di Lire per 1 unita' di valuta estera
2469,1989-09-20,1404.280,Quantita' di Lire per 1 unita' di valuta estera
2470,1989-09-21,1402.580,Quantita' di Lire per 1 unita' di valuta estera
2471,1989-09-22,1401.025,Quantita' di Lire per 1 unita' di valuta estera
2472,1989-09-25,1376.475,Quantita' di Lire per 1 unita' di valuta estera
2473,1989-09-26,1377.000,Quantita' di Lire per 1 unita' di valuta estera
2474,1989-09-27,1359.350,Quantita' di Lire per 1 unita' di valuta estera
2475,1989-09-28,1370.005,Quantita' di Lire per 1 unita' di valuta estera
2476,1989-09-29,1365.225,Quantita' di Lire per 1 unita' di valuta estera
2477,1989-10-02,1369.170,Quantita' di Lire per 1 unita' di valuta estera
2478,1989-10-03,1372.820,Quantita' di Lire per 1 unita' di valuta estera
2479,1989-10-04,1372.750,Quantita' di Lire per 1 unita' di valuta estera
2480,1989-10-05,1376.350,Quantita' di Lire per 1 unita' di valuta estera
2481,1989-10-06,1388.775,Quantita' di Lire per 1 unita' di valuta estera
2482,1989-10-09,1381.000,Quantita' di Lire per 1 unita' di valuta estera
2483,1989-10-10,1382.370,Quantita' di Lire per 1 unita' di valuta estera
2484,1989-10-11,1400.645,Quantita' di Lire per 1 unita' di valuta estera
2485,1989-10-12,1398.320,Quantita' di Lire per 1 unita' di valuta estera
2486,1989-10-13,1395.000,Quantita' di Lire per 1 unita' di valuta estera
2487,1989-10-16,1357.125,Quantita' di Lire per 1 unita' di valuta estera
2488,1989-10-17,1371.500,Quantita' di Lire per 1 unita' di valuta estera
2489,1989-10-18,1360.250,Quantita' di Lire per 1 unita' di valuta estera
2490,1989-10-19,1355.625,Quantita' di Lire per 1 unita' di valuta estera
2491,1989-10-20,1364.200,Quantita' di Lire per 1 unita' di valuta estera
2492,1989-10-23,1364.075,Quantita' di Lire per 1 unita' di valuta estera
2493,1989-10-24,1355.750,Quantita' di Lire per 1 unita' di valuta estera
2494,1989-10-25,1351.575,Quantita' di Lire per 1 unita' di valuta estera
2495,1989-10-26,1352.000,Quantita' di Lire per 1 unita' di valuta estera
2496,1989-10-27,1356.655,Quantita' di Lire per 1 unita' di valuta estera
2497,1989-10-30,1347.625,Quantita' di Lire per 1 unita' di valuta estera
2498,1989-10-31,1349.450,Quantita' di Lire per 1 unita' di valuta estera
2499,1989-11-02,1356.950,Quantita' di Lire per 1 unita' di valuta estera
2500,1989-11-03,1352.520,Quantita' di Lire per 1 unita' di valuta estera
2501,1989-11-06,1357.030,Quantita' di Lire per 1 unita' di valuta estera
2502,1989-11-07,1349.895,Quantita' di Lire per 1 unita' di valuta estera
2503,1989-11-08,1345.445,Quantita' di Lire per 1 unita' di valuta estera
2504,1989-11-09,1349.200,Quantita' di Lire per 1 unita' di valuta estera
2505,1989-11-10,1352.425,Quantita' di Lire per 1 unita' di valuta estera
2506,1989-11-13,1361.400,Quantita' di Lire per 1 unita' di valuta estera
2507,1989-11-14,1358.770,Quantita' di Lire per 1 unita' di valuta estera
2508,1989-11-15,1349.450,Quantita' di Lire per 1 unita' di valuta estera
2509,1989-11-16,1355.775,Quantita' di Lire per 1 unita' di valuta estera
2510,1989-11-17,1355.105,Quantita' di Lire per 1 unita' di valuta estera
2511,1989-11-20,1353.525,Quantita' di Lire per 1 unita' di valuta estera
2512,1989-11-21,1338.000,Quantita' di Lire per 1 unita' di valuta estera
2513,1989-11-22,1331.375,Quantita' di Lire per 1 unita' di valuta estera
2514,1989-11-23,1337.930,Quantita' di Lire per 1 unita' di valuta estera
2515,1989-11-24,1326.875,Quantita' di Lire per 1 unita' di valuta estera
2516,1989-11-27,1323.350,Quantita' di Lire per 1 unita' di valuta estera
2517,1989-11-28,1326.325,Quantita' di Lire per 1 unita' di valuta estera
2518,1989-11-29,1314.325,Quantita' di Lire per 1 unita' di valuta estera
2519,1989-11-30,1318.725,Quantita' di Lire per 1 unita' di valuta estera
2520,1989-12-01,1313.900,Quantita' di Lire per 1 unita' di valuta estera
2521,1989-12-04,1311.745,Quantita' di Lire per 1 unita' di valuta estera
2522,1989-12-05,1315.075,Quantita' di Lire per 1 unita' di valuta estera
2523,1989-12-06,1311.225,Quantita' di Lire per 1 unita' di valuta estera
2524,1989-12-07,1304.250,Quantita' di Lire per 1 unita' di valuta estera
2525,1989-12-11,1305.575,Quantita' di Lire per 1 unita' di valuta estera
2526,1989-12-12,1295.375,Quantita' di Lire per 1 unita' di valuta estera
2527,1989-12-13,1284.250,Quantita' di Lire per 1 unita' di valuta estera
2528,1989-12-14,1295.180,Quantita' di Lire per 1 unita' di valuta estera
2529,1989-12-15,1295.750,Quantita' di Lire per 1 unita' di valuta estera
2530,1989-12-18,1288.100,Quantita' di Lire per 1 unita' di valuta estera
2531,1989-12-19,1292.275,Quantita' di Lire per 1 unita' di valuta estera
2532,1989-12-20,1300.425,Quantita' di Lire per 1 unita' di valuta estera
2533,1989-12-21,1292.425,Quantita' di Lire per 1 unita' di valuta estera
2534,1989-12-22,1281.125,Quantita' di Lire per 1 unita' di valuta estera
2535,1989-12-27,1267.745,Quantita' di Lire per 1 unita' di valuta estera
2536,1989-12-28,1259.625,Quantita' di Lire per 1 unita' di valuta estera
2537,1989-12-29,1270.500,Quantita' di Lire per 1 unita' di valuta estera
2538,1990-01-02,1265.000,Quantita' di Lire per 1 unita' di valuta estera
2539,1990-01-03,1286.480,Quantita' di Lire per 1 unita' di valuta estera
2540,1990-01-04,1282.570,Quantita' di Lire per 1 unita' di valuta estera
2541,1990-01-05,1267.745,Quantita' di Lire per 1 unita' di valuta estera
2542,1990-01-08,1256.450,Quantita' di Lire per 1 unita' di valuta estera
2543,1990-01-09,1256.500,Quantita' di Lire per 1 unita' di valuta estera
2544,1990-01-10,1252.405,Quantita' di Lire per 1 unita' di valuta estera
2545,1990-01-11,1258.300,Quantita' di Lire per 1 unita' di valuta estera
2546,1990-01-12,1254.500,Quantita' di Lire per 1 unita' di valuta estera
2547,1990-01-15,1255.500,Quantita' di Lire per 1 unita' di valuta estera
2548,1990-01-16,1273.705,Quantita' di Lire per 1 unita' di valuta estera
2549,1990-01-17,1262.995,Quantita' di Lire per 1 unita' di valuta estera
2550,1990-01-18,1266.100,Quantita' di Lire per 1 unita' di valuta estera
2551,1990-01-19,1276.190,Quantita' di Lire per 1 unita' di valuta estera
2552,1990-01-22,1278.255,Quantita' di Lire per 1 unita' di valuta estera
2553,1990-01-23,1269.295,Quantita' di Lire per 1 unita' di valuta estera
2554,1990-01-24,1256.005,Quantita' di Lire per 1 unita' di valuta estera
2555,1990-01-25,1256.425,Quantita' di Lire per 1 unita' di valuta estera
2556,1990-01-26,1255.400,Quantita' di Lire per 1 unita' di valuta estera
2557,1990-01-29,1244.010,Quantita' di Lire per 1 unita' di valuta estera
2558,1990-01-30,1247.970,Quantita' di Lire per 1 unita' di valuta estera
2559,1990-01-31,1253.005,Quantita' di Lire per 1 unita' di valuta estera
2560,1990-02-01,1249.670,Quantita' di Lire per 1 unita' di valuta estera
2561,1990-02-02,1249.905,Quantita' di Lire per 1 unita' di valuta estera
2562,1990-02-05,1246.250,Quantita' di Lire per 1 unita' di valuta estera
2563,1990-02-06,1230.500,Quantita' di Lire per 1 unita' di valuta estera
2564,1990-02-07,1233.030,Quantita' di Lire per 1 unita' di valuta estera
2565,1990-02-08,1238.875,Quantita' di Lire per 1 unita' di valuta estera
2566,1990-02-09,1242.755,Quantita' di Lire per 1 unita' di valuta estera
2567,1990-02-12,1245.250,Quantita' di Lire per 1 unita' di valuta estera
2568,1990-02-13,1252.550,Quantita' di Lire per 1 unita' di valuta estera
2569,1990-02-14,1244.770,Quantita' di Lire per 1 unita' di valuta estera
2570,1990-02-15,1245.870,Quantita' di Lire per 1 unita' di valuta estera
2571,1990-02-16,1256.225,Quantita' di Lire per 1 unita' di valuta estera
2572,1990-02-19,1242.950,Quantita' di Lire per 1 unita' di valuta estera
2573,1990-02-20,1241.220,Quantita' di Lire per 1 unita' di valuta estera
2574,1990-02-21,1234.800,Quantita' di Lire per 1 unita' di valuta estera
2575,1990-02-22,1237.915,Quantita' di Lire per 1 unita' di valuta estera
2576,1990-02-23,1240.205,Quantita' di Lire per 1 unita' di valuta estera
2577,1990-02-26,1246.795,Quantita' di Lire per 1 unita' di valuta estera
2578,1990-02-27,1250.395,Quantita' di Lire per 1 unita' di valuta estera
2579,1990-02-28,1250.225,Quantita' di Lire per 1 unita' di valuta estera
2580,1990-03-01,1263.125,Quantita' di Lire per 1 unita' di valuta estera
2581,1990-03-02,1266.005,Quantita' di Lire per 1 unita' di valuta estera
2582,1990-03-05,1253.120,Quantita' di Lire per 1 unita' di valuta estera
2583,1990-03-06,1252.890,Quantita' di Lire per 1 unita' di valuta estera
2584,1990-03-07,1256.825,Quantita' di Lire per 1 unita' di valuta estera
2585,1990-03-08,1255.455,Quantita' di Lire per 1 unita' di valuta estera
2586,1990-03-09,1257.175,Quantita' di Lire per 1 unita' di valuta estera
2587,1990-03-12,1260.350,Quantita' di Lire per 1 unita' di valuta estera
2588,1990-03-13,1266.990,Quantita' di Lire per 1 unita' di valuta estera
2589,1990-03-14,1264.195,Quantita' di Lire per 1 unita' di valuta estera
2590,1990-03-15,1263.150,Quantita' di Lire per 1 unita' di valuta estera
2591,1990-03-16,1254.000,Quantita' di Lire per 1 unita' di valuta estera
2592,1990-03-19,1244.745,Quantita' di Lire per 1 unita' di valuta estera
2593,1990-03-20,1246.705,Quantita' di Lire per 1 unita' di valuta estera
2594,1990-03-21,1257.750,Quantita' di Lire per 1 unita' di valuta estera
2595,1990-03-22,1261.600,Quantita' di Lire per 1 unita' di valuta estera
2596,1990-03-23,1256.875,Quantita' di Lire per 1 unita' di valuta estera
2597,1990-03-26,1259.040,Quantita' di Lire per 1 unita' di valuta estera
2598,1990-03-27,1260.125,Quantita' di Lire per 1 unita' di valuta estera
2599,1990-03-28,1258.405,Quantita' di Lire per 1 unita' di valuta estera
2600,1990-03-29,1252.725,Quantita' di Lire per 1 unita' di valuta estera
2601,1990-03-30,1249.175,Quantita' di Lire per 1 unita' di valuta estera
2602,1990-04-02,1252.945,Quantita' di Lire per 1 unita' di valuta estera
2603,1990-04-03,1250.505,Quantita' di Lire per 1 unita' di valuta estera
2604,1990-04-04,1248.650,Quantita' di Lire per 1 unita' di valuta estera
2605,1990-04-05,1251.530,Quantita' di Lire per 1 unita' di valuta estera
2606,1990-04-06,1248.225,Quantita' di Lire per 1 unita' di valuta estera
2607,1990-04-09,1241.900,Quantita' di Lire per 1 unita' di valuta estera
2608,1990-04-10,1242.355,Quantita' di Lire per 1 unita' di valuta estera
2609,1990-04-11,1234.750,Quantita' di Lire per 1 unita' di valuta estera
2610,1990-04-12,1233.200,Quantita' di Lire per 1 unita' di valuta estera
2611,1990-04-13,1231.005,Quantita' di Lire per 1 unita' di valuta estera
2612,1990-04-17,1235.045,Quantita' di Lire per 1 unita' di valuta estera
2613,1990-04-18,1234.425,Quantita' di Lire per 1 unita' di valuta estera
2614,1990-04-19,1229.325,Quantita' di Lire per 1 unita' di valuta estera
2615,1990-04-20,1235.125,Quantita' di Lire per 1 unita' di valuta estera
2616,1990-04-23,1245.250,Quantita' di Lire per 1 unita' di valuta estera
2617,1990-04-24,1244.765,Quantita' di Lire per 1 unita' di valuta estera
2618,1990-04-26,1228.855,Quantita' di Lire per 1 unita' di valuta estera
2619,1990-04-27,1234.475,Quantita' di Lire per 1 unita' di valuta estera
2620,1990-04-30,1231.350,Quantita' di Lire per 1 unita' di valuta estera
2621,1990-05-02,1236.605,Quantita' di Lire per 1 unita' di valuta estera
2622,1990-05-03,1234.050,Quantita' di Lire per 1 unita' di valuta estera
2623,1990-05-04,1231.150,Quantita' di Lire per 1 unita' di valuta estera
2624,1990-05-07,1217.870,Quantita' di Lire per 1 unita' di valuta estera
2625,1990-05-08,1214.990,Quantita' di Lire per 1 unita' di valuta estera
2626,1990-05-09,1208.580,Quantita' di Lire per 1 unita' di valuta estera
2627,1990-05-10,1206.050,Quantita' di Lire per 1 unita' di valuta estera
2628,1990-05-11,1206.480,Quantita' di Lire per 1 unita' di valuta estera
2629,1990-05-14,1207.205,Quantita' di Lire per 1 unita' di valuta estera
2630,1990-05-15,1207.350,Quantita' di Lire per 1 unita' di valuta estera
2631,1990-05-16,1212.225,Quantita' di Lire per 1 unita' di valuta estera
2632,1990-05-17,1206.070,Quantita' di Lire per 1 unita' di valuta estera
2633,1990-05-18,1213.300,Quantita' di Lire per 1 unita' di valuta estera
2634,1990-05-21,1220.400,Quantita' di Lire per 1 unita' di valuta estera
2635,1990-05-22,1228.225,Quantita' di Lire per 1 unita' di valuta estera
2636,1990-05-23,1222.400,Quantita' di Lire per 1 unita' di valuta estera
2637,1990-05-24,1228.425,Quantita' di Lire per 1 unita' di valuta estera
2638,1990-05-25,1233.800,Quantita' di Lire per 1 unita' di valuta estera
2639,1990-05-28,1234.450,Quantita' di Lire per 1 unita' di valuta estera
2640,1990-05-29,1229.875,Quantita' di Lire per 1 unita' di valuta estera
2641,1990-05-30,1229.820,Quantita' di Lire per 1 unita' di valuta estera
2642,1990-05-31,1243.750,Quantita' di Lire per 1 unita' di valuta estera
2643,1990-06-01,1246.870,Quantita' di Lire per 1 unita' di valuta estera
2644,1990-06-04,1251.200,Quantita' di Lire per 1 unita' di valuta estera
2645,1990-06-05,1247.435,Quantita' di Lire per 1 unita' di valuta estera
2646,1990-06-06,1239.945,Quantita' di Lire per 1 unita' di valuta estera
2647,1990-06-07,1245.625,Quantita' di Lire per 1 unita' di valuta estera
2648,1990-06-08,1245.400,Quantita' di Lire per 1 unita' di valuta estera
2649,1990-06-11,1242.895,Quantita' di Lire per 1 unita' di valuta estera
2650,1990-06-12,1242.325,Quantita' di Lire per 1 unita' di valuta estera
2651,1990-06-13,1243.550,Quantita' di Lire per 1 unita' di valuta estera
2652,1990-06-14,1236.680,Quantita' di Lire per 1 unita' di valuta estera
2653,1990-06-15,1242.495,Quantita' di Lire per 1 unita' di valuta estera
2654,1990-06-18,1238.505,Quantita' di Lire per 1 unita' di valuta estera
2655,1990-06-19,1230.200,Quantita' di Lire per 1 unita' di valuta estera
2656,1990-06-20,1230.905,Quantita' di Lire per 1 unita' di valuta estera
2657,1990-06-21,1232.750,Quantita' di Lire per 1 unita' di valuta estera
2658,1990-06-22,1231.690,Quantita' di Lire per 1 unita' di valuta estera
2659,1990-06-25,1229.535,Quantita' di Lire per 1 unita' di valuta estera
2660,1990-06-26,1229.415,Quantita' di Lire per 1 unita' di valuta estera
2661,1990-06-27,1219.150,Quantita' di Lire per 1 unita' di valuta estera
2662,1990-06-28,1225.680,Quantita' di Lire per 1 unita' di valuta estera
2663,1990-06-29,1226.300,Quantita' di Lire per 1 unita' di valuta estera
2664,1990-07-02,1216.805,Quantita' di Lire per 1 unita' di valuta estera
2665,1990-07-03,1216.325,Quantita' di Lire per 1 unita' di valuta estera
2666,1990-07-04,1207.775,Quantita' di Lire per 1 unita' di valuta estera
2667,1990-07-05,1210.280,Quantita' di Lire per 1 unita' di valuta estera
2668,1990-07-06,1212.670,Quantita' di Lire per 1 unita' di valuta estera
2669,1990-07-09,1207.645,Quantita' di Lire per 1 unita' di valuta estera
2670,1990-07-10,1203.775,Quantita' di Lire per 1 unita' di valuta estera
2671,1990-07-11,1206.520,Quantita' di Lire per 1 unita' di valuta estera
2672,1990-07-12,1216.195,Quantita' di Lire per 1 unita' di valuta estera
2673,1990-07-13,1205.005,Quantita' di Lire per 1 unita' di valuta estera
2674,1990-07-16,1212.850,Quantita' di Lire per 1 unita' di valuta estera
2675,1990-07-17,1208.695,Quantita' di Lire per 1 unita' di valuta estera
2676,1990-07-18,1203.825,Quantita' di Lire per 1 unita' di valuta estera
2677,1990-07-19,1205.280,Quantita' di Lire per 1 unita' di valuta estera
2678,1990-07-20,1202.200,Quantita' di Lire per 1 unita' di valuta estera
