Numero Riga,Data di Riferimento,Quotazione,Convenzione di Cambio
1,1980-01-02,801.250,Quantita' di Lire per 1 unita' di valuta estera
2,1980-01-03,799.500,Quantita' di Lire per 1 unita' di valuta estera
3,1980-01-04,803.000,Quantita' di Lire per 1 unita' di valuta estera
4,1980-01-07,801.000,Quantita' di Lire per 1 unita' di valuta estera
5,1980-01-08,803.500,Quantita' di Lire per 1 unita' di valuta estera
6,1980-01-09,801.000,Quantita' di Lire per 1 unita' di valuta estera
7,1980-01-10,801.750,Quantita' di Lire per 1 unita' di valuta estera
8,1980-01-11,803.750,Quantita' di Lire per 1 unita' di valuta estera
9,1980-01-14,803.250,Quantita' di Lire per 1 unita' di valuta estera
10,1980-01-15,803.250,Quantita' di Lire per 1 unita' di valuta estera
11,1980-01-16,806.750,Quantita' di Lire per 1 unita' di valuta estera
12,1980-01-17,804.750,Quantita' di Lire per 1 unita' di valuta estera
13,1980-01-18,804.750,Quantita' di Lire per 1 unita' di valuta estera
14,1980-01-21,805.250,Quantita' di Lire per 1 unita' di valuta estera
15,1980-01-22,807.250,Quantita' di Lire per 1 unita' di valuta estera
16,1980-01-23,807.000,Quantita' di Lire per 1 unita' di valuta estera
17,1980-01-24,806.250,Quantita' di Lire per 1 unita' di valuta estera
18,1980-01-25,806.500,Quantita' di Lire per 1 unita' di valuta estera
19,1980-01-28,807.500,Quantita' di Lire per 1 unita' di valuta estera
20,1980-01-29,807.500,Quantita' di Lire per 1 unita' di valuta estera
21,1980-01-30,806.600,Quantita' di Lire per 1 unita' di valuta estera
22,1980-01-31,807.750,Quantita' di Lire per 1 unita' di valuta estera
23,1980-02-01,809.250,Quantita' di Lire per 1 unita' di valuta estera
24,1980-02-04,809.250,Quantita' di Lire per 1 unita' di valuta estera
25,1980-02-05,808.250,Quantita' di Lire per 1 unita' di valuta estera
26,1980-02-06,807.500,Quantita' di Lire per 1 unita' di valuta estera
27,1980-02-07,806.000,Quantita' di Lire per 1 unita' di valuta estera
28,1980-02-08,807.000,Quantita' di Lire per 1 unita' di valuta estera
29,1980-02-11,806.250,Quantita' di Lire per 1 unita' di valuta estera
30,1980-02-12,806.750,Quantita' di Lire per 1 unita' di valuta estera
31,1980-02-13,805.250,Quantita' di Lire per 1 unita' di valuta estera
32,1980-02-14,803.800,Quantita' di Lire per 1 unita' di valuta estera
33,1980-02-15,805.500,Quantita' di Lire per 1 unita' di valuta estera
34,1980-02-18,806.250,Quantita' di Lire per 1 unita' di valuta estera
35,1980-02-19,808.500,Quantita' di Lire per 1 unita' di valuta estera
36,1980-02-20,808.750,Quantita' di Lire per 1 unita' di valuta estera
37,1980-02-21,809.000,Quantita' di Lire per 1 unita' di valuta estera
38,1980-02-22,812.300,Quantita' di Lire per 1 unita' di valuta estera
39,1980-02-25,815.000,Quantita' di Lire per 1 unita' di valuta estera
40,1980-02-26,815.250,Quantita' di Lire per 1 unita' di valuta estera
41,1980-02-27,816.500,Quantita' di Lire per 1 unita' di valuta estera
42,1980-02-28,814.750,Quantita' di Lire per 1 unita' di valuta estera
43,1980-02-29,820.750,Quantita' di Lire per 1 unita' di valuta estera
44,1980-03-03,825.250,Quantita' di Lire per 1 unita' di valuta estera
45,1980-03-04,827.000,Quantita' di Lire per 1 unita' di valuta estera
46,1980-03-05,830.350,Quantita' di Lire per 1 unita' di valuta estera
47,1980-03-06,832.750,Quantita' di Lire per 1 unita' di valuta estera
48,1980-03-07,835.000,Quantita' di Lire per 1 unita' di valuta estera
49,1980-03-10,838.500,Quantita' di Lire per 1 unita' di valuta estera
50,1980-03-11,841.000,Quantita' di Lire per 1 unita' di valuta estera
51,1980-03-12,839.750,Quantita' di Lire per 1 unita' di valuta estera
52,1980-03-13,844.250,Quantita' di Lire per 1 unita' di valuta estera
53,1980-03-14,855.150,Quantita' di Lire per 1 unita' di valuta estera
54,1980-03-17,870.250,Quantita' di Lire per 1 unita' di valuta estera
55,1980-03-18,874.000,Quantita' di Lire per 1 unita' di valuta estera
56,1980-03-19,872.250,Quantita' di Lire per 1 unita' di valuta estera
57,1980-03-20,869.400,Quantita' di Lire per 1 unita' di valuta estera
58,1980-03-21,873.750,Quantita' di Lire per 1 unita' di valuta estera
59,1980-03-24,879.750,Quantita' di Lire per 1 unita' di valuta estera
60,1980-03-25,881.250,Quantita' di Lire per 1 unita' di valuta estera
61,1980-03-26,878.500,Quantita' di Lire per 1 unita' di valuta estera
62,1980-03-27,888.250,Quantita' di Lire per 1 unita' di valuta estera
63,1980-03-28,893.000,Quantita' di Lire per 1 unita' di valuta estera
64,1980-03-31,898.250,Quantita' di Lire per 1 unita' di valuta estera
65,1980-04-01,912.000,Quantita' di Lire per 1 unita' di valuta estera
66,1980-04-02,908.000,Quantita' di Lire per 1 unita' di valuta estera
67,1980-04-03,904.000,Quantita' di Lire per 1 unita' di valuta estera
68,1980-04-04,908.000,Quantita' di Lire per 1 unita' di valuta estera
69,1980-04-08,910.000,Quantita' di Lire per 1 unita' di valuta estera
70,1980-04-09,882.000,Quantita' di Lire per 1 unita' di valuta estera
71,1980-04-10,872.000,Quantita' di Lire per 1 unita' di valuta estera
72,1980-04-11,875.250,Quantita' di Lire per 1 unita' di valuta estera
73,1980-04-14,873.000,Quantita' di Lire per 1 unita' di valuta estera
74,1980-04-15,881.500,Quantita' di Lire per 1 unita' di valuta estera
75,1980-04-16,882.000,Quantita' di Lire per 1 unita' di valuta estera
76,1980-04-17,871.500,Quantita' di Lire per 1 unita' di valuta estera
77,1980-04-18,869.000,Quantita' di Lire per 1 unita' di valuta estera
78,1980-04-21,868.500,Quantita' di Lire per 1 unita' di valuta estera
79,1980-04-22,870.750,Quantita' di Lire per 1 unita' di valuta estera
80,1980-04-23,864.250,Quantita' di Lire per 1 unita' di valuta estera
81,1980-04-24,852.000,Quantita' di Lire per 1 unita' di valuta estera
82,1980-04-28,846.000,Quantita' di Lire per 1 unita' di valuta estera
83,1980-04-29,845.500,Quantita' di Lire per 1 unita' di valuta estera
84,1980-04-30,847.500,Quantita' di Lire per 1 unita' di valuta estera
85,1980-05-02,851.250,Quantita' di Lire per 1 unita' di valuta estera
86,1980-05-05,851.500,Quantita' di Lire per 1 unita' di valuta estera
87,1980-05-06,843.250,Quantita' di Lire per 1 unita' di valuta estera
88,1980-05-07,841.000,Quantita' di Lire per 1 unita' di valuta estera
89,1980-05-08,844.750,Quantita' di Lire per 1 unita' di valuta estera
90,1980-05-09,849.750,Quantita' di Lire per 1 unita' di valuta estera
91,1980-05-12,847.750,Quantita' di Lire per 1 unita' di valuta estera
92,1980-05-13,842.000,Quantita' di Lire per 1 unita' di valuta estera
93,1980-05-14,842.500,Quantita' di Lire per 1 unita' di valuta estera
94,1980-05-15,842.500,Quantita' di Lire per 1 unita' di valuta estera
95,1980-05-16,846.250,Quantita' di Lire per 1 unita' di valuta estera
96,1980-05-19,845.750,Quantita' di Lire per 1 unita' di valuta estera
97,1980-05-20,847.500,Quantita' di Lire per 1 unita' di valuta estera
98,1980-05-21,842.500,Quantita' di Lire per 1 unita' di valuta estera
99,1980-05-22,840.250,Quantita' di Lire per 1 unita' di valuta estera
100,1980-05-23,837.250,Quantita' di Lire per 1 unita' di valuta estera
101,1980-05-26,830.000,Quantita' di Lire per 1 unita' di valuta estera
102,1980-05-27,830.500,Quantita' di Lire per 1 unita' di valuta estera
103,1980-05-28,831.500,Quantita' di Lire per 1 unita' di valuta estera
104,1980-05-29,834.250,Quantita' di Lire per 1 unita' di valuta estera
105,1980-05-30,839.000,Quantita' di Lire per 1 unita' di valuta estera
106,1980-06-02,833.000,Quantita' di Lire per 1 unita' di valuta estera
107,1980-06-03,837.750,Quantita' di Lire per 1 unita' di valuta estera
108,1980-06-04,834.750,Quantita' di Lire per 1 unita' di valuta estera
109,1980-06-05,833.250,Quantita' di Lire per 1 unita' di valuta estera
110,1980-06-06,833.000,Quantita' di Lire per 1 unita' di valuta estera
111,1980-06-09,830.500,Quantita' di Lire per 1 unita' di valuta estera
112,1980-06-10,830.250,Quantita' di Lire per 1 unita' di valuta estera
113,1980-06-11,832.750,Quantita' di Lire per 1 unita' di valuta estera
114,1980-06-12,833.000,Quantita' di Lire per 1 unita' di valuta estera
115,1980-06-13,829.000,Quantita' di Lire per 1 unita' di valuta estera
116,1980-06-16,833.000,Quantita' di Lire per 1 unita' di valuta estera
117,1980-06-17,836.250,Quantita' di Lire per 1 unita' di valuta estera
118,1980-06-18,834.000,Quantita' di Lire per 1 unita' di valuta estera
119,1980-06-19,836.000,Quantita' di Lire per 1 unita' di valuta estera
120,1980-06-20,836.000,Quantita' di Lire per 1 unita' di valuta estera
121,1980-06-23,835.000,Quantita' di Lire per 1 unita' di valuta estera
122,1980-06-24,837.000,Quantita' di Lire per 1 unita' di valuta estera
123,1980-06-25,837.250,Quantita' di Lire per 1 unita' di valuta estera
124,1980-06-26,838.000,Quantita' di Lire per 1 unita' di valuta estera
125,1980-06-27,840.000,Quantita' di Lire per 1 unita' di valuta estera
126,1980-06-30,838.700,Quantita' di Lire per 1 unita' di valuta estera
127,1980-07-01,841.500,Quantita' di Lire per 1 unita' di valuta estera
128,1980-07-02,842.000,Quantita' di Lire per 1 unita' di valuta estera
129,1980-07-03,841.500,Quantita' di Lire per 1 unita' di valuta estera
130,1980-07-04,838.250,Quantita' di Lire per 1 unita' di valuta estera
131,1980-07-07,834.000,Quantita' di Lire per 1 unita' di valuta estera
132,1980-07-08,828.250,Quantita' di Lire per 1 unita' di valuta estera
133,1980-07-09,828.800,Quantita' di Lire per 1 unita' di valuta estera
134,1980-07-10,828.800,Quantita' di Lire per 1 unita' di valuta estera
135,1980-07-11,830.750,Quantita' di Lire per 1 unita' di valuta estera
136,1980-07-14,830.500,Quantita' di Lire per 1 unita' di valuta estera
137,1980-07-15,831.750,Quantita' di Lire per 1 unita' di valuta estera
138,1980-07-16,831.500,Quantita' di Lire per 1 unita' di valuta estera
139,1980-07-17,827.250,Quantita' di Lire per 1 unita' di valuta estera
140,1980-07-18,830.000,Quantita' di Lire per 1 unita' di valuta estera
141,1980-07-21,828.500,Quantita' di Lire per 1 unita' di valuta estera
142,1980-07-22,826.500,Quantita' di Lire per 1 unita' di valuta estera
143,1980-07-23,827.250,Quantita' di Lire per 1 unita' di valuta estera
144,1980-07-24,826.500,Quantita' di Lire per 1 unita' di valuta estera
145,1980-07-25,825.250,Quantita' di Lire per 1 unita' di valuta estera
146,1980-07-28,825.800,Quantita' di Lire per 1 unita' di valuta estera
147,1980-07-29,830.000,Quantita' di Lire per 1 unita' di valuta estera
148,1980-07-30,832.750,Quantita' di Lire per 1 unita' di valuta estera
149,1980-07-31,841.500,Quantita' di Lire per 1 unita' di valuta estera
150,1980-08-01,843.350,Quantita' di Lire per 1 unita' di valuta estera
151,1980-08-04,840.500,Quantita' di Lire per 1 unita' di valuta estera
152,1980-08-05,837.750,Quantita' di Lire per 1 unita' di valuta estera
153,1980-08-06,835.500,Quantita' di Lire per 1 unita' di valuta estera
154,1980-08-07,838.750,Quantita' di Lire per 1 unita' di valuta estera
155,1980-08-08,841.500,Quantita' di Lire per 1 unita' di valuta estera
156,1980-08-11,843.000,Quantita' di Lire per 1 unita' di valuta estera
157,1980-08-12,843.000,Quantita' di Lire per 1 unita' di valuta estera
158,1980-08-13,840.500,Quantita' di Lire per 1 unita' di valuta estera
159,1980-08-14,845.000,Quantita' di Lire per 1 unita' di valuta estera
160,1980-08-18,850.000,Quantita' di Lire per 1 unita' di valuta estera
161,1980-08-19,851.500,Quantita' di Lire per 1 unita' di valuta estera
162,1980-08-20,851.000,Quantita' di Lire per 1 unita' di valuta estera
163,1980-08-21,854.000,Quantita' di Lire per 1 unita' di valuta estera
164,1980-08-22,857.750,Quantita' di Lire per 1 unita' di valuta estera
165,1980-08-25,856.750,Quantita' di Lire per 1 unita' di valuta estera
166,1980-08-26,857.250,Quantita' di Lire per 1 unita' di valuta estera
167,1980-08-27,856.000,Quantita' di Lire per 1 unita' di valuta estera
168,1980-08-28,852.250,Quantita' di Lire per 1 unita' di valuta estera
169,1980-08-29,853.750,Quantita' di Lire per 1 unita' di valuta estera
170,1980-09-01,850.250,Quantita' di Lire per 1 unita' di valuta estera
171,1980-09-02,848.000,Quantita' di Lire per 1 unita' di valuta estera
172,1980-09-03,847.250,Quantita' di Lire per 1 unita' di valuta estera
173,1980-09-04,845.250,Quantita' di Lire per 1 unita' di valuta estera
174,1980-09-05,847.250,Quantita' di Lire per 1 unita' di valuta estera
175,1980-09-08,847.250,Quantita' di Lire per 1 unita' di valuta estera
176,1980-09-09,845.000,Quantita' di Lire per 1 unita' di valuta estera
177,1980-09-10,846.500,Quantita' di Lire per 1 unita' di valuta estera
178,1980-09-11,845.750,Quantita' di Lire per 1 unita' di valuta estera
179,1980-09-12,847.000,Quantita' di Lire per 1 unita' di valuta estera
180,1980-09-15,848.300,Quantita' di Lire per 1 unita' di valuta estera
181,1980-09-16,848.750,Quantita' di Lire per 1 unita' di valuta estera
182,1980-09-17,847.750,Quantita' di Lire per 1 unita' di valuta estera
183,1980-09-18,848.750,Quantita' di Lire per 1 unita' di valuta estera
184,1980-09-19,853.750,Quantita' di Lire per 1 unita' di valuta estera
185,1980-09-22,854.000,Quantita' di Lire per 1 unita' di valuta estera
186,1980-09-23,860.500,Quantita' di Lire per 1 unita' di valuta estera
187,1980-09-24,855.750,Quantita' di Lire per 1 unita' di valuta estera
188,1980-09-25,856.000,Quantita' di Lire per 1 unita' di valuta estera
189,1980-09-26,858.750,Quantita' di Lire per 1 unita' di valuta estera
190,1980-09-29,862.500,Quantita' di Lire per 1 unita' di valuta estera
191,1980-09-30,862.000,Quantita' di Lire per 1 unita' di valuta estera
192,1980-10-01,859.500,Quantita' di Lire per 1 unita' di valuta estera
193,1980-10-02,860.750,Quantita' di Lire per 1 unita' di valuta estera
194,1980-10-03,862.500,Quantita' di Lire per 1 unita' di valuta estera
195,1980-10-06,856.750,Quantita' di Lire per 1 unita' di valuta estera
196,1980-10-07,859.750,Quantita' di Lire per 1 unita' di valuta estera
197,1980-10-08,858.750,Quantita' di Lire per 1 unita' di valuta estera
198,1980-10-09,860.000,Quantita' di Lire per 1 unita' di valuta estera
199,1980-10-10,858.750,Quantita' di Lire per 1 unita' di valuta estera
200,1980-10-13,858.750,Quantita' di Lire per 1 unita' di valuta estera
201,1980-10-14,861.000,Quantita' di Lire per 1 unita' di valuta estera
202,1980-10-15,868.050,Quantita' di Lire per 1 unita' di valuta estera
203,1980-10-16,865.250,Quantita' di Lire per 1 unita' di valuta estera
204,1980-10-17,871.750,Quantita' di Lire per 1 unita' di valuta estera
205,1980-10-20,876.750,Quantita' di Lire per 1 unita' di valuta estera
206,1980-10-21,883.500,Quantita' di Lire per 1 unita' di valuta estera
207,1980-10-22,884.250,Quantita' di Lire per 1 unita' di valuta estera
208,1980-10-23,881.750,Quantita' di Lire per 1 unita' di valuta estera
209,1980-10-24,885.250,Quantita' di Lire per 1 unita' di valuta estera
210,1980-10-27,889.000,Quantita' di Lire per 1 unita' di valuta estera
211,1980-10-28,895.000,Quantita' di Lire per 1 unita' di valuta estera
212,1980-10-29,896.000,Quantita' di Lire per 1 unita' di valuta estera
213,1980-10-30,893.000,Quantita' di Lire per 1 unita' di valuta estera
214,1980-10-31,902.500,Quantita' di Lire per 1 unita' di valuta estera
215,1980-11-03,907.250,Quantita' di Lire per 1 unita' di valuta estera
216,1980-11-04,904.750,Quantita' di Lire per 1 unita' di valuta estera
217,1980-11-05,915.250,Quantita' di Lire per 1 unita' di valuta estera
218,1980-11-06,914.000,Quantita' di Lire per 1 unita' di valuta estera
219,1980-11-07,921.000,Quantita' di Lire per 1 unita' di valuta estera
220,1980-11-10,917.750,Quantita' di Lire per 1 unita' di valuta estera
221,1980-11-11,891.000,Quantita' di Lire per 1 unita' di valuta estera
222,1980-11-12,902.000,Quantita' di Lire per 1 unita' di valuta estera
223,1980-11-13,896.750,Quantita' di Lire per 1 unita' di valuta estera
224,1980-11-14,902.500,Quantita' di Lire per 1 unita' di valuta estera
225,1980-11-17,914.250,Quantita' di Lire per 1 unita' di valuta estera
226,1980-11-18,914.250,Quantita' di Lire per 1 unita' di valuta estera
227,1980-11-19,907.500,Quantita' di Lire per 1 unita' di valuta estera
228,1980-11-20,905.500,Quantita' di Lire per 1 unita' di valuta estera
229,1980-11-21,914.500,Quantita' di Lire per 1 unita' di valuta estera
230,1980-11-24,911.000,Quantita' di Lire per 1 unita' di valuta estera
231,1980-11-25,911.000,Quantita' di Lire per 1 unita' di valuta estera
232,1980-11-26,912.500,Quantita' di Lire per 1 unita' di valuta estera
233,1980-11-27,915.500,Quantita' di Lire per 1 unita' di valuta estera
234,1980-11-28,915.250,Quantita' di Lire per 1 unita' di valuta estera
235,1980-12-01,923.250,Quantita' di Lire per 1 unita' di valuta estera
236,1980-12-02,921.500,Quantita' di Lire per 1 unita' di valuta estera
237,1980-12-03,922.000,Quantita' di Lire per 1 unita' di valuta estera
238,1980-12-04,922.000,Quantita' di Lire per 1 unita' di valuta estera
239,1980-12-05,929.500,Quantita' di Lire per 1 unita' di valuta estera
240,1980-12-09,938.000,Quantita' di Lire per 1 unita' di valuta estera
241,1980-12-10,946.750,Quantita' di Lire per 1 unita' di valuta estera
242,1980-12-11,958.000,Quantita' di Lire per 1 unita' di valuta estera
243,1980-12-12,956.250,Quantita' di Lire per 1 unita' di valuta estera
244,1980-12-15,935.000,Quantita' di Lire per 1 unita' di valuta estera
245,1980-12-16,952.750,Quantita' di Lire per 1 unita' di valuta estera
246,1980-12-17,950.750,Quantita' di Lire per 1 unita' di valuta estera
247,1980-12-18,945.500,Quantita' di Lire per 1 unita' di valuta estera
248,1980-12-19,945.000,Quantita' di Lire per 1 unita' di valuta estera
249,1980-12-22,936.500,Quantita' di Lire per 1 unita' di valuta estera
250,1980-12-23,922.750,Quantita' di Lire per 1 unita' di valuta estera
251,1980-12-24,923.000,Quantita' di Lire per 1 unita' di valuta estera
252,1980-12-29,928.000,Quantita' di Lire per 1 unita' di valuta estera
253,1980-12-30,925.500,Quantita' di Lire per 1 unita' di valuta estera
254,1980-12-31,930.500,Quantita' di Lire per 1 unita' di valuta estera
255,1981-01-02,936.500,Quantita' di Lire per 1 unita' di valuta estera
256,1981-01-05,928.750,Quantita' di Lire per 1 unita' di valuta estera
257,1981-01-06,919.000,Quantita' di Lire per 1 unita' di valuta estera
258,1981-01-07,923.250,Quantita' di Lire per 1 unita' di valuta estera
259,1981-01-08,932.250,Quantita' di Lire per 1 unita' di valuta estera
260,1981-01-09,934.750,Quantita' di Lire per 1 unita' di valuta estera
261,1981-01-12,938.000,Quantita' di Lire per 1 unita' di valuta estera
262,1981-01-13,950.000,Quantita' di Lire per 1 unita' di valuta estera
263,1981-01-14,947.500,Quantita' di Lire per 1 unita' di valuta estera
264,1981-01-15,950.500,Quantita' di Lire per 1 unita' di valuta estera
265,1981-01-16,958.250,Quantita' di Lire per 1 unita' di valuta estera
266,1981-01-19,951.050,Quantita' di Lire per 1 unita' di valuta estera
267,1981-01-20,953.000,Quantita' di Lire per 1 unita' di valuta estera
268,1981-01-21,946.250,Quantita' di Lire per 1 unita' di valuta estera
269,1981-01-22,955.500,Quantita' di Lire per 1 unita' di valuta estera
270,1981-01-23,963.500,Quantita' di Lire per 1 unita' di valuta estera
271,1981-01-26,972.250,Quantita' di Lire per 1 unita' di valuta estera
272,1981-01-27,978.000,Quantita' di Lire per 1 unita' di valuta estera
273,1981-01-28,988.250,Quantita' di Lire per 1 unita' di valuta estera
274,1981-01-29,991.750,Quantita' di Lire per 1 unita' di valuta estera
275,1981-01-30,1002.750,Quantita' di Lire per 1 unita' di valuta estera
276,1981-02-02,999.500,Quantita' di Lire per 1 unita' di valuta estera
277,1981-02-03,1019.000,Quantita' di Lire per 1 unita' di valuta estera
278,1981-02-04,1011.000,Quantita' di Lire per 1 unita' di valuta estera
279,1981-02-05,1006.500,Quantita' di Lire per 1 unita' di valuta estera
280,1981-02-06,1015.250,Quantita' di Lire per 1 unita' di valuta estera
281,1981-02-09,1013.000,Quantita' di Lire per 1 unita' di valuta estera
282,1981-02-10,1014.250,Quantita' di Lire per 1 unita' di valuta estera
283,1981-02-11,1018.000,Quantita' di Lire per 1 unita' di valuta estera
284,1981-02-12,1028.250,Quantita' di Lire per 1 unita' di valuta estera
285,1981-02-13,1038.000,Quantita' di Lire per 1 unita' di valuta estera
286,1981-02-16,1062.000,Quantita' di Lire per 1 unita' di valuta estera
287,1981-02-17,1040.000,Quantita' di Lire per 1 unita' di valuta estera
288,1981-02-18,1030.000,Quantita' di Lire per 1 unita' di valuta estera
289,1981-02-19,1030.000,Quantita' di Lire per 1 unita' di valuta estera
290,1981-02-20,1003.500,Quantita' di Lire per 1 unita' di valuta estera
291,1981-02-23,1008.500,Quantita' di Lire per 1 unita' di valuta estera
292,1981-02-24,1008.000,Quantita' di Lire per 1 unita' di valuta estera
293,1981-02-25,1012.000,Quantita' di Lire per 1 unita' di valuta estera
294,1981-02-26,1020.250,Quantita' di Lire per 1 unita' di valuta estera
295,1981-02-27,1025.750,Quantita' di Lire per 1 unita' di valuta estera
296,1981-03-02,1036.500,Quantita' di Lire per 1 unita' di valuta estera
297,1981-03-03,1046.000,Quantita' di Lire per 1 unita' di valuta estera
298,1981-03-04,1023.500,Quantita' di Lire per 1 unita' di valuta estera
299,1981-03-05,1030.000,Quantita' di Lire per 1 unita' di valuta estera
300,1981-03-06,1037.000,Quantita' di Lire per 1 unita' di valuta estera
301,1981-03-09,1031.500,Quantita' di Lire per 1 unita' di valuta estera
302,1981-03-10,1022.000,Quantita' di Lire per 1 unita' di valuta estera
303,1981-03-11,1024.000,Quantita' di Lire per 1 unita' di valuta estera
304,1981-03-12,1024.750,Quantita' di Lire per 1 unita' di valuta estera
305,1981-03-13,1024.500,Quantita' di Lire per 1 unita' di valuta estera
306,1981-03-16,1019.750,Quantita' di Lire per 1 unita' di valuta estera
307,1981-03-17,1014.000,Quantita' di Lire per 1 unita' di valuta estera
308,1981-03-18,1007.500,Quantita' di Lire per 1 unita' di valuta estera
309,1981-03-19,999.000,Quantita' di Lire per 1 unita' di valuta estera
310,1981-03-20,1010.400,Quantita' di Lire per 1 unita' di valuta estera
311,1981-03-23,1040.000,Quantita' di Lire per 1 unita' di valuta estera
312,1981-03-24,1042.000,Quantita' di Lire per 1 unita' di valuta estera
313,1981-03-25,1041.000,Quantita' di Lire per 1 unita' di valuta estera
314,1981-03-26,1044.250,Quantita' di Lire per 1 unita' di valuta estera
315,1981-03-27,1059.500,Quantita' di Lire per 1 unita' di valuta estera
316,1981-03-30,1058.750,Quantita' di Lire per 1 unita' di valuta estera
317,1981-03-31,1047.950,Quantita' di Lire per 1 unita' di valuta estera
318,1981-04-01,1045.750,Quantita' di Lire per 1 unita' di valuta estera
319,1981-04-02,1045.750,Quantita' di Lire per 1 unita' di valuta estera
320,1981-04-03,1060.000,Quantita' di Lire per 1 unita' di valuta estera
321,1981-04-06,1069.250,Quantita' di Lire per 1 unita' di valuta estera
322,1981-04-07,1068.250,Quantita' di Lire per 1 unita' di valuta estera
323,1981-04-08,1057.500,Quantita' di Lire per 1 unita' di valuta estera
324,1981-04-09,1065.000,Quantita' di Lire per 1 unita' di valuta estera
325,1981-04-10,1069.000,Quantita' di Lire per 1 unita' di valuta estera
326,1981-04-13,1082.000,Quantita' di Lire per 1 unita' di valuta estera
327,1981-04-14,1077.750,Quantita' di Lire per 1 unita' di valuta estera
328,1981-04-15,1081.500,Quantita' di Lire per 1 unita' di valuta estera
329,1981-04-16,1087.750,Quantita' di Lire per 1 unita' di valuta estera
330,1981-04-17,1089.000,Quantita' di Lire per 1 unita' di valuta estera
331,1981-04-21,1087.250,Quantita' di Lire per 1 unita' di valuta estera
332,1981-04-22,1083.750,Quantita' di Lire per 1 unita' di valuta estera
333,1981-04-23,1082.250,Quantita' di Lire per 1 unita' di valuta estera
334,1981-04-24,1086.250,Quantita' di Lire per 1 unita' di valuta estera
335,1981-04-27,1085.250,Quantita' di Lire per 1 unita' di valuta estera
336,1981-04-28,1090.000,Quantita' di Lire per 1 unita' di valuta estera
337,1981-04-29,1098.000,Quantita' di Lire per 1 unita' di valuta estera
338,1981-04-30,1102.000,Quantita' di Lire per 1 unita' di valuta estera
339,1981-05-04,1114.000,Quantita' di Lire per 1 unita' di valuta estera
340,1981-05-05,1129.250,Quantita' di Lire per 1 unita' di valuta estera
341,1981-05-06,1124.500,Quantita' di Lire per 1 unita' di valuta estera
342,1981-05-07,1128.250,Quantita' di Lire per 1 unita' di valuta estera
343,1981-05-08,1122.500,Quantita' di Lire per 1 unita' di valuta estera
344,1981-05-11,1132.250,Quantita' di Lire per 1 unita' di valuta estera
345,1981-05-12,1138.500,Quantita' di Lire per 1 unita' di valuta estera
346,1981-05-13,1138.250,Quantita' di Lire per 1 unita' di valuta estera
347,1981-05-14,1148.500,Quantita' di Lire per 1 unita' di valuta estera
348,1981-05-15,1142.750,Quantita' di Lire per 1 unita' di valuta estera
349,1981-05-18,1141.250,Quantita' di Lire per 1 unita' di valuta estera
350,1981-05-19,1142.250,Quantita' di Lire per 1 unita' di valuta estera
351,1981-05-20,1140.500,Quantita' di Lire per 1 unita' di valuta estera
352,1981-05-21,1147.000,Quantita' di Lire per 1 unita' di valuta estera
353,1981-05-22,1151.000,Quantita' di Lire per 1 unita' di valuta estera
354,1981-05-25,1149.500,Quantita' di Lire per 1 unita' di valuta estera
355,1981-05-26,1157.000,Quantita' di Lire per 1 unita' di valuta estera
356,1981-05-27,1163.750,Quantita' di Lire per 1 unita' di valuta estera
357,1981-05-28,1160.500,Quantita' di Lire per 1 unita' di valuta estera
358,1981-05-29,1157.000,Quantita' di Lire per 1 unita' di valuta estera
359,1981-06-01,1157.500,Quantita' di Lire per 1 unita' di valuta estera
360,1981-06-02,1174.250,Quantita' di Lire per 1 unita' di valuta estera
361,1981-06-03,1173.750,Quantita' di Lire per 1 unita' di valuta estera
362,1981-06-04,1190.000,Quantita' di Lire per 1 unita' di valuta estera
363,1981-06-05,1208.000,Quantita' di Lire per 1 unita' di valuta estera
364,1981-06-08,1206.000,Quantita' di Lire per 1 unita' di valuta estera
365,1981-06-09,1188.000,Quantita' di Lire per 1 unita' di valuta estera
366,1981-06-10,1183.000,Quantita' di Lire per 1 unita' di valuta estera
367,1981-06-11,1194.750,Quantita' di Lire per 1 unita' di valuta estera
368,1981-06-12,1194.750,Quantita' di Lire per 1 unita' di valuta estera
369,1981-06-15,1179.250,Quantita' di Lire per 1 unita' di valuta estera
370,1981-06-16,1168.000,Quantita' di Lire per 1 unita' di valuta estera
371,1981-06-17,1167.750,Quantita' di Lire per 1 unita' di valuta estera
372,1981-06-18,1178.000,Quantita' di Lire per 1 unita' di valuta estera
373,1981-06-19,1190.000,Quantita' di Lire per 1 unita' di valuta estera
374,1981-06-22,1180.250,Quantita' di Lire per 1 unita' di valuta estera
375,1981-06-23,1174.500,Quantita' di Lire per 1 unita' di valuta estera
376,1981-06-24,1181.000,Quantita' di Lire per 1 unita' di valuta estera
377,1981-06-25,1185.000,Quantita' di Lire per 1 unita' di valuta estera
378,1981-06-26,1196.750,Quantita' di Lire per 1 unita' di valuta estera
379,1981-06-29,1186.750,Quantita' di Lire per 1 unita' di valuta estera
380,1981-06-30,1191.500,Quantita' di Lire per 1 unita' di valuta estera
381,1981-07-01,1198.500,Quantita' di Lire per 1 unita' di valuta estera
382,1981-07-02,1202.000,Quantita' di Lire per 1 unita' di valuta estera
383,1981-07-03,1201.250,Quantita' di Lire per 1 unita' di valuta estera
384,1981-07-06,1217.000,Quantita' di Lire per 1 unita' di valuta estera
